"title";"timestamp";"Section count";"Subsection count";"Complete URL link count";"Complete URL link count per section";"Complete URL link count per length";"Relative URL link count";"Relative URL link count per section";"Relative URL link count per length";"Same page link count";"Same page link count per section";"Same page link count per length";"Mean section size";"Mean subsection size";"Largest section size";"Shortest section size";"Standard deviation of the section size";"Images count";"Images per length";"Images per section";"Images per subsection";"Phrase count";"Large phrase count";"Paragraph count";"Large paragraph count";"Largest phrase size";"Large phrase rate";"Short phrase rate";"Char Count";"Word Count";"Articles count";"Auxiliary verbs count";"Coordination conjunctions count";"Correlative conjunctions count";"Indefinite pronouns count";"Interrogative pronouns count";"Prepositions count";"Pronouns count";"Relative pronoums count";"Subordinating conjunctions count";"To be verbs count";"Sentences starting with articles";"Sentences starting with auxiliary verbs";"Sentences starting with coordination conjunctions";"Sentences starting with correlative conjunctions";"Sentences starting with indefinite pronouns";"Sentences starting with interrogative pronouns";"Sentences starting with prepositions";"Sentences starting with pronouns";"Sentences starting with relative pronoums";"Sentences starting with subordinating conjunctions";"Sentences starting with to be verbs";"ARI readability feature";"Coleman-Liau readability feature";"Flesch Reading Ease Readability Feature";"Flesch Kincaid Readability Feature";"Gunning Fog Index readability feature";"Lasbarhetsindex readability feature";"SMOG Grading readability feature"
"Hussein of Jordan";"2017-09-29T09:02:45Z";12;21;2;0.16666666666666666;2.3590747708748628e-05;580;48.333333333333336;0.006841316835537102;269;22.416666666666668;0.0031729555668266905;6769.833333333333;3176.2380952380954;55772;13;15646.889448840699;23;0.0002712935986506092;1.9166666666666667;1.9166666666666667;591;544;612;40;559;0.33671742808798644;0.5329949238578681;84779;13915;1118;173;460;20;96;80;1974;536;173;275;298;8;0;0;0;0;0;8;10;0;3;0;13.230191097386658;11.45588573481854;33.21657133928318;14.47547688923504;14.356491217830277;35.89122804457569;120.96185824239969
"Hussein of Jordan";"2013-06-16T03:51:27Z";18;1;6;0.3333333333333333;0.0002609376359050187;193;10.722222222222221;0.008393493954944767;49;2.7222222222222223;0.0021309906932243192;1154.5555555555557;484.0;4606;13;1272.7356466068634;3;0.00013046881795250934;0.16666666666666666;0.16666666666666666;186;138;276;18;553;0.2903225806451613;0.6129032258064516;22994;3791;266;51;104;2;21;15;551;155;32;46;73;12;0;0;1;2;0;14;37;0;4;0;11.42632051576598;10.983848588762857;40.156205834134624;12.721730371593164;12.731954856295188;31.829887140737966;64.57109711544857
"Hussein of Jordan";"2005-05-31T20:38:25Z";1;0;8;8.0;0.0019024970273483948;79;79.0;0.0187871581450654;0;0.0;0.0;289.0;0;289;289;0;1;0.00023781212841854935;1.0;1.0;30;25;41;2;146;0.43333333333333335;0.43333333333333335;4205;708;45;8;18;0;6;4;88;33;4;14;19;5;0;0;0;0;0;2;9;0;0;0;12.439830508474572;10.439435028248589;42.47845762711867;13.197333333333333;13.394802259887008;33.48700564971752;29.60826939130014
"Chachani";"2019-02-21T15:16:27Z";9;0;5;0.5555555555555556;0.0006547930853850184;42;4.666666666666667;0.005500261917234154;41;4.555555555555555;0.005369303300157151;789.3333333333334;0;3368;13;1125.4103695985746;2;0.00026191723415400735;0.2222222222222222;0.2222222222222222;78;63;85;0;145;0.41025641025641024;0.4358974358974359;7636;1270;115;31;42;2;14;2;187;21;5;17;32;11;0;1;0;0;0;5;7;0;2;0;9.221474459923279;10.425236220472442;50.21911164950538;10.299685039370079;10.70179689077327;26.754492226933174;38.63705936241092
"Roderigo Lopez";"2008-06-21T01:09:09Z";2;0;5;2.5;0.001591343093570974;38;19.0;0.0120942075111394;4;2.0;0.001273074474856779;171.5;0;221;122;70.0035713374682;0;0.0;0.0;0.0;36;24;22;2;109;0.4166666666666667;0.4444444444444444;3142;517;33;8;27;0;2;2;66;43;6;14;21;1;1;0;0;1;0;5;5;0;2;0;8.645507199656137;10.661431334622822;46.94938131313134;10.278531592520956;11.933999570169783;29.834998925424458;25.737634001804146
"U.S. Route 30 in Indiana";"2018-12-12T18:03:13Z";7;0;0;0.0;0.0;75;10.714285714285714;0.008223684210526315;35;5.0;0.003837719298245614;1135.5714285714287;0;5749;13;2110.752382220051;3;0.0003289473684210526;0.42857142857142855;0.42857142857142855;74;59;109;3;175;0.35135135135135137;0.5;9120;1502;151;14;57;1;7;3;227;42;10;36;15;17;0;1;0;1;0;21;1;0;8;0;11.07763000683773;10.595852197070574;37.64815669197827;13.050579767517185;12.220117321049413;30.55029330262353;41.7556447501522
"Roderigo Lopez";"2018-07-25T21:20:52Z";6;4;0;0.0;0.0;91;15.166666666666666;0.00702756969650166;11;1.8333333333333333;0.0008494864468298711;1834.8333333333333;78.25;4475;162;1712.0808878866287;4;0.00030890416248358944;0.6666666666666666;0.6666666666666666;94;74;117;3;250;0.4148936170212766;0.5106382978723404;12949;2102;158;30;85;5;19;9;295;111;34;37;52;10;0;0;1;1;0;3;6;0;0;0;12.62743051197441;11.375466222645102;33.37117395793268;14.159988663279147;13.625936797781243;34.064841994453104;48.8475735453906
"Roderigo Lopez";"2016-06-05T01:19:30Z";6;0;0;0.0;0.0;91;15.166666666666666;0.007043888845885905;7;1.1666666666666667;0.000541837603529685;1828.5;0;4477;115;1721.0680114394086;4;0.00030962148773124856;0.6666666666666666;0.6666666666666666;94;77;110;2;231;0.4148936170212766;0.5;12919;2101;158;30;86;5;19;9;295;111;34;37;53;9;0;0;1;1;0;3;5;0;0;0;12.55901597010542;11.296201808662545;33.63234465350848;14.120917749399982;13.585832480986765;33.96458120246691;48.83666654546336
"Hussein of Jordan";"2016-10-03T09:43:22Z";10;11;7;0.7;0.00026189763543849146;223;22.3;0.008343310386111942;70;7.0;0.0026189763543849145;2607.3;781.9090909090909;11489;13;3508.9237682102917;9;0.00033672553127806046;0.9;0.9;218;158;333;16;767;0.3211009174311927;0.6100917431192661;26728;4415;310;63;127;3;26;16;631;171;36;49;82;12;0;1;1;2;0;14;39;1;4;0;11.315213606657863;10.916754246885613;40.34152677486051;12.663728583748068;12.667168846821198;31.667922117052996;69.44546636152086
"Hussein of Jordan";"2003-07-06T21:36:00Z";0;0;0;0;0.0;29;29;0.014705882352941176;0;0;0.0;0;0;0;0;0;0;0.0;0;0;19;14;18;2;67;0.47368421052631576;0.42105263157894735;1972;335;13;2;7;0;0;1;35;9;2;2;9;2;0;0;0;0;0;0;5;0;0;0;8.752476040848386;9.138835820895522;42.467305577376294;11.716166535742342;11.112333071484683;27.780832678711704;21.303005217723125
"U.S. Route 30 in Indiana";"2014-04-17T22:02:22Z";6;0;0;0.0;0.0;75;12.5;0.008696660482374769;34;5.666666666666667;0.003942486085343228;1274.5;0;5540;58;2164.9015451054584;3;0.0003478664192949907;0.5;0.5;67;54;100;5;156;0.3283582089552239;0.5074626865671642;8624;1409;148;14;56;1;6;3;218;24;9;35;15;15;0;0;0;0;0;20;1;0;7;0;11.695571221253559;10.96026259758694;37.004392762941876;13.322358611484805;12.556723832929038;31.391809582322594;40.53664875824692
"Roderigo Lopez";"2013-01-08T17:00:48Z";2;0;8;4.0;0.002433830240340736;27;13.5;0.008214177061149984;6;3.0;0.0018253726802555522;304.5;0;432;177;180.31222920256963;0;0.0;0.0;0.0;38;27;29;1;81;0.4473684210526316;0.4473684210526316;3287;536;33;10;22;0;2;2;67;38;6;10;20;3;1;0;0;1;0;3;8;0;1;0;8.646605459544382;10.784869402985077;47.78271013354282;10.098739198743129;11.388373919874311;28.47093479968578;26.15167380558045
"Chachani";"2011-03-14T16:44:46Z";4;0;16;4.0;0.006083650190114068;10;2.5;0.0038022813688212928;0;0.0;0.0;499.5;0;1650;30;772.1059944506756;1;0.00038022813688212925;0.25;0.25;21;19;46;0;75;0.38095238095238093;0.38095238095238093;2630;435;44;13;15;0;7;1;74;4;3;7;6;4;0;1;0;0;0;2;1;0;2;0;11.826660098522169;11.298850574712642;57.25689655172414;10.419146141215109;11.779967159277504;29.44991789819376;23.85665361461421
"Chachani";"2006-08-31T20:34:38Z";1;0;3;3.0;0.0027726432532347504;5;5.0;0.0046210720887245845;0;0.0;0.0;100.0;0;100;100;0;0;0.0;0.0;0.0;9;7;13;1;53;0.2222222222222222;0.3333333333333333;1082;169;16;4;6;0;1;1;25;4;2;4;2;2;0;0;0;0;0;0;1;0;1;0;12.354983563445103;13.016745562130176;41.1021827744905;12.19132149901381;13.191584483892179;32.97896120973044;16.0
"Hussein of Jordan";"2004-07-24T01:39:23Z";1;0;3;3.0;0.0004301691998852882;130;130.0;0.01864066532836249;0;0.0;0.0;204.0;0;204;204;0;1;0.00014338973329509606;1.0;1.0;55;49;39;3;179;0.38181818181818183;0.41818181818181815;6974;1138;74;14;46;3;6;3;146;54;7;16;27;5;0;0;0;0;0;8;9;0;1;0;12.119514299408849;11.676783831282954;39.753762422112175;12.854674229110085;13.654219523885605;34.13554880971401;36.734255586866
"Roderigo Lopez";"2016-01-17T16:47:39Z";6;0;0;0.0;0.0;90;15.0;0.007491883792558062;6;1.0;0.0004994589195038708;1678.3333333333333;0;4476;115;1640.7332100822082;4;0.00033297261300258056;0.6666666666666666;0.6666666666666666;87;72;108;3;209;0.39080459770114945;0.5402298850574713;12013;1952;149;29;80;4;15;9;267;98;31;35;49;9;0;0;1;1;0;2;4;0;0;0;12.62693076361409;11.33248463114754;33.36791666666667;14.179094827586209;13.687827397776523;34.219568494441305;47.181444068749045
"U.S. Route 30 in Indiana";"2015-05-23T17:00:34Z";7;0;0;0.0;0.0;75;10.714285714285714;0.008517887563884156;35;5.0;0.003975014196479273;1090.5714285714287;0;5513;13;2022.8430370102749;3;0.00034071550255536625;0.42857142857142855;0.42857142857142855;71;56;105;3;177;0.3380281690140845;0.5070422535211268;8805;1453;149;14;56;1;6;3;221;37;10;35;15;17;0;0;0;0;0;20;1;0;7;0;11.111148667642468;10.54518238128011;37.41643971191223;13.124509174801045;12.287773717321134;30.719434293302832;41.118237105091836
"Hussein of Jordan";"2006-03-31T19:26:14Z";3;0;14;4.666666666666667;0.0021675181916705373;136;45.333333333333336;0.021055891004799505;0;0.0;0.0;2013.0;0;2936;433;1374.76870781961;1;0.00015482272797646694;0.3333333333333333;0.3333333333333333;52;41;80;4;180;0.40384615384615385;0.5384615384615384;6459;1067;75;17;35;1;11;5;133;48;9;18;26;6;1;0;0;0;0;2;11;0;2;0;11.391995890707229;10.865107778819116;42.41791516473219;12.44042877225867;12.631309927186217;31.578274817965543;35.66496594212215
"U.S. Route 30 in Indiana";"2011-09-30T18:54:53Z";5;3;0;0.0;0.0;31;6.2;0.008995937318630296;10;2.0;0.002901915264074289;614.2;801.3333333333334;2480;27;1050.8949519338266;1;0.0002901915264074289;0.2;0.2;61;27;92;5;97;0.29508196721311475;0.6557377049180327;3446;562;42;1;20;0;3;0;77;13;2;9;2;1;0;1;0;0;0;5;5;0;0;0;4.76707339128405;7.884822064056941;28.43422233241938;11.582118312817226;7.528662271746106;18.821655679365264;26.706539182259394
"Chachani";"2018-12-10T12:03:38Z";9;0;5;0.5555555555555556;0.0006547930853850184;42;4.666666666666667;0.005500261917234154;41;4.555555555555555;0.005369303300157151;789.3333333333334;0;3368;13;1125.4103695985746;2;0.00026191723415400735;0.2222222222222222;0.2222222222222222;78;63;85;0;145;0.41025641025641024;0.4358974358974359;7636;1270;115;31;42;2;14;2;187;21;5;17;32;11;0;1;0;0;0;5;7;0;2;0;9.221474459923279;10.425236220472442;50.21911164950538;10.299685039370079;10.70179689077327;26.754492226933174;38.63705936241092
"Hussein of Jordan";"2012-12-31T08:53:46Z";16;2;47;2.9375;0.002085459466654834;190;11.875;0.008430580822647202;46;2.875;0.002041087988640902;1362.0;2384.0;5706;13;1589.4628862186958;3;0.00013311443404179793;0.1875;0.1875;171;129;311;17;582;0.30409356725146197;0.6198830409356725;22537;3683;258;46;97;2;24;14;515;157;31;39;62;11;0;0;0;1;0;11;32;0;3;0;12.268533407008334;11.390866141732285;38.767293094715285;13.20271079545184;13.209285590662331;33.023213976655825;63.687725282795036
"Chachani";"2013-03-07T06:08:05Z";5;0;5;1.0;0.0019477989871445266;11;2.2;0.004285157771717959;0;0.0;0.0;393.2;0;1684;13;722.5868113936207;1;0.00038955979742890534;0.2;0.2;21;19;35;1;66;0.3333333333333333;0.38095238095238093;2567;434;44;13;15;0;7;1;76;4;3;7;6;4;0;1;0;0;0;2;1;0;2;0;11.161029185867896;10.495668202764978;55.4495775729647;10.659400921658989;11.953302611367128;29.88325652841782;23.83266665599966
"U.S. Route 30 in Indiana";"2008-06-30T04:57:42Z";2;1;0;0.0;0.0;27;13.5;0.008453350031308704;5;2.5;0.0015654351909830933;1453.0;2814.0;2833;73;1951.6147160748712;0;0.0;0.0;0.0;71;32;18;3;85;0.36619718309859156;0.4788732394366197;3194;566;45;5;22;1;6;2;86;23;1;10;4;5;0;0;0;0;0;6;7;0;0;0;3.070226447021348;6.043639575971731;56.597655153536095;7.345515851291495;6.510287164684218;16.275717911710544;26.790754506740637
"Chachani";"2008-02-02T10:18:31Z";1;0;13;13.0;0.007514450867052023;6;6.0;0.003468208092485549;0;0.0;0.0;267.0;0;267;267;0;1;0.0005780346820809249;1.0;1.0;13;11;31;1;60;0.23076923076923078;0.5384615384615384;1730;272;27;5;9;0;1;1;42;4;3;5;3;4;0;0;0;0;0;0;1;0;1;0;13.318817873303168;13.04264705882353;48.12307692307692;11.745000000000001;12.63393665158371;31.584841628959275;19.492422502470642
"Fair dealing in United Kingdom law";"2015-08-04T10:11:59Z";6;4;0;0.0;0.0;27;4.5;0.0017500648172154524;44;7.333333333333333;0.002851957479906663;2212.0;1960.5;11879;13;4750.990591445115;0;0.0;0.0;0.0;78;77;64;1;281;0.3717948717948718;0.4230769230769231;15428;2583;272;114;154;20;43;23;290;110;80;103;74;10;0;1;0;0;1;2;7;1;14;0;17.806960600375234;11.55911730545877;32.190132002144225;16.99623499806427;18.619750439262635;46.549376098156586;53.82322303829225
"Hussein of Jordan";"2010-11-30T09:54:51Z";18;1;39;2.1666666666666665;0.0015805471124620061;196;10.88888888888889;0.007943262411347518;47;2.611111111111111;0.0019047619047619048;1325.5;4441.0;6420;63;1514.677105951667;3;0.00012158054711246201;0.16666666666666666;0.16666666666666666;196;148;290;17;402;0.37244897959183676;0.5663265306122449;24675;4166;323;69;118;3;34;23;621;250;50;56;60;13;0;4;0;2;0;14;35;0;4;0;11.49921448656275;10.590088814210276;46.765632158288184;12.016820568842036;12.726716764478235;31.816791911195587;67.5445582524197
"Hussein of Jordan";"2019-02-07T22:40:13Z";12;21;2;0.16666666666666666;2.3019992863802212e-05;570;47.5;0.00656069796618363;278;23.166666666666668;0.0031997790080685075;6955.5;3244.4761904761904;56981;13;15986.92533688929;26;0.00029925990722942875;2.1666666666666665;2.1666666666666665;591;541;584;43;584;0.33671742808798644;0.5499153976311336;86881;14293;1183;208;487;25;110;83;2047;567;194;275;296;11;0;0;0;1;0;9;19;1;6;0;13.48307644353494;11.405720282655842;32.47246415986055;14.738157857259296;14.674822730424404;36.68705682606101;122.55333537798099
"Roderigo Lopez";"2007-08-22T12:07:29Z";2;0;4;2.0;0.001336898395721925;38;19.0;0.01270053475935829;4;2.0;0.001336898395721925;162.0;0;221;103;83.43860018001261;0;0.0;0.0;0.0;35;23;22;0;109;0.42857142857142855;0.5142857142857142;2992;493;29;8;26;0;3;2;64;42;6;14;20;1;1;1;0;1;0;5;5;0;2;0;8.484986960301363;10.592718052738338;48.04875050709941;10.056775427412344;11.881750217328312;29.70437554332078;25.20360331117452
"Hussein of Jordan";"2010-03-09T11:37:05Z";17;0;37;2.176470588235294;0.001894133306030511;151;8.882352941176471;0.007730111600286679;40;2.3529411764705883;0.002047711682195147;1070.764705882353;0;4431;63;1116.7897927436795;2;0.00010238558410975735;0.11764705882352941;0.11764705882352941;160;127;227;15;269;0.39375;0.54375;19534;3272;221;56;110;3;29;21;435;239;48;55;54;10;0;5;0;2;0;15;31;0;4;0;11.292658924205377;10.779566014669925;47.87928911980444;11.661477995110026;12.37315403422983;30.932885085574572;60.201398584300364
"Roderigo Lopez";"2009-07-26T15:54:37Z";2;0;5;2.5;0.0016572754391779914;27;13.5;0.008949287371561154;4;2.0;0.001325820351342393;175.5;0;221;130;64.34671708797582;0;0.0;0.0;0.0;39;26;27;2;78;0.41025641025641024;0.358974358974359;3017;486;31;7;26;0;2;1;57;35;5;11;17;3;1;0;0;1;0;4;6;0;2;0;8.128176638176633;10.886419753086418;47.616168091168106;9.713621399176954;11.322063944286167;28.305159860715417;25.045407685048602
"U.S. Route 30 in Indiana";"2019-11-30T20:56:50Z";7;3;0;0.0;0.0;84;12.0;0.007703595011005136;41;5.857142857142857;0.00376008804108584;1367.5714285714287;1942.6666666666667;6885;13;2525.730511960375;3;0.0002751283932501834;0.42857142857142855;0.42857142857142855;79;65;136;3;199;0.34177215189873417;0.5189873417721519;10904;1780;174;13;62;1;7;4;272;45;14;45;17;15;0;1;0;1;0;21;2;0;8;0;12.572895818517992;11.211578651685393;37.198638173801754;13.668353008106958;12.990186317735743;32.47546579433936;45.190046219457976
"U.S. Route 30 in Indiana";"2020-02-04T23:30:02Z";7;3;0;0.0;0.0;84;12.0;0.007722717661119794;41;5.857142857142857;0.0037694217155465662;1364.142857142857;1936.0;6865;13;2518.2973367318;3;0.00027581134503999266;0.42857142857142855;0.42857142857142855;79;65;136;4;199;0.34177215189873417;0.5189873417721519;10877;1780;174;13;62;1;7;4;272;45;14;45;17;15;0;1;0;1;0;21;2;0;8;0;12.580834020765181;11.22147191011236;37.008525814251186;13.694869862039543;12.990186317735743;32.47546579433936;45.190046219457976
"Roderigo Lopez";"2017-02-20T18:26:59Z";6;0;0;0.0;0.0;91;15.166666666666666;0.007044979484400402;7;1.1666666666666667;0.000541921498800031;1828.1666666666667;0;4476;115;1720.6280733112158;4;0.000309669427885732;0.6666666666666666;0.6666666666666666;94;77;110;3;231;0.4148936170212766;0.5;12917;2101;158;30;86;5;19;9;295;111;34;37;53;9;0;0;1;1;0;3;5;0;0;0;12.55901597010542;11.296201808662545;33.67261119325147;14.115301376244343;13.585832480986765;33.96458120246691;48.83666654546336
"Hussein of Jordan";"2019-09-26T08:58:22Z";12;21;2;0.16666666666666666;2.2948675287719017e-05;572;47.666666666666664;0.006563321132287639;277;23.083333333333332;0.0031783915273490837;6977.583333333333;3242.2380952380954;57086;13;16013.705394035751;26;0.0002983327787403472;2.1666666666666665;2.1666666666666665;592;542;584;42;565;0.34121621621621623;0.5489864864864865;87151;14341;1183;210;490;25;110;82;2053;575;194;274;296;11;0;0;0;1;0;9;20;1;6;0;13.497782583765684;11.40101108709295;32.49063292179201;14.745617685402092;14.665807965067083;36.66451991266771;122.75391434103521
"Hussein of Jordan";"2018-01-20T16:36:24Z";12;21;2;0.16666666666666666;2.3214513713973976e-05;577;48.083333333333336;0.0066973872064814925;268;22.333333333333332;0.003110744837672513;6871.666666666667;3227.5238095238096;56759;13;15931.368059348333;23;0.0002669669077107007;1.9166666666666667;1.9166666666666667;576;527;607;42;605;0.3194444444444444;0.5538194444444444;86153;14153;1147;189;483;22;98;80;2017;547;186;262;283;6;0;0;0;1;1;6;16;2;4;0;13.66215001776223;11.407149720907231;30.615890469948482;15.093191420694087;14.76028879821318;36.90072199553295;121.9663818059539
"Hussein of Jordan";"2009-11-25T13:58:19Z";17;0;37;2.176470588235294;0.0019186890686579549;144;8.470588235294118;0.0074673304293715;39;2.2941176470588234;0.0020224019912881146;1056.0588235294117;0;4369;13;1101.1466450130652;1;5.185646131507986e-05;0.058823529411764705;0.058823529411764705;155;124;220;13;330;0.4064516129032258;0.535483870967742;19284;3229;217;56;109;3;29;21;429;237;48;54;55;10;0;5;0;2;0;14;30;0;4;0;11.504648697789186;10.832105915144005;47.69453183348489;11.782211490624281;12.507570305397657;31.268925763494142;59.824290580701486
"Hussein of Jordan";"2007-05-27T04:10:10Z";6;5;25;4.166666666666667;0.0021712697585548027;145;24.166666666666668;0.012593364599617856;18;3.0;0.001563314226159458;1874.6666666666667;1046.4;5301;178;2399.466162850951;2;0.00017370158068438424;0.3333333333333333;0.3333333333333333;91;70;159;6;213;0.3516483516483517;0.5384615384615384;11514;1900;124;34;56;2;17;10;234;115;24;36;28;10;1;3;0;1;0;4;17;0;4;0;11.672181492192017;11.014884210526311;44.00448178137657;12.308541353383458;12.709543088490458;31.773857721226143;46.58898943540674
"Fair dealing in United Kingdom law";"2011-08-26T16:30:32Z";5;3;0;0.0;0.0;24;4.8;0.0016605549020964506;40;8.0;0.0027675915034940843;2464.8;2371.3333333333335;11093;13;4841.4317303872;0;0.0;0.0;0.0;74;73;54;1;281;0.36486486486486486;0.44594594594594594;14453;2423;253;114;134;18;37;22;277;103;74;99;73;9;0;1;0;0;1;2;7;1;14;0;17.589946012872133;11.510400330169212;33.066146696634775;16.781598253226402;18.36349622424736;45.9087405606184;52.22397789695587
"Chachani";"2019-12-05T18:14:49Z";12;3;5;0.4166666666666667;0.000333889816360601;157;13.083333333333334;0.010484140233722872;43;3.5833333333333335;0.002871452420701169;1166.4166666666667;772.0;5484;15;1734.4475388870992;2;0.0001335559265442404;0.16666666666666666;0.16666666666666666;88;78;127;4;251;0.3977272727272727;0.5113636363636364;14975;2327;221;36;105;5;22;5;283;39;23;45;52;2;0;0;0;2;0;3;2;0;0;0;15.59447874750947;12.7340825096691;19.956837837441924;17.04497240887604;15.42471578700629;38.56178946751572;51.23898838076935
"Hussein of Jordan";"2008-05-25T13:47:10Z";12;0;28;2.3333333333333335;0.0026102358534539015;139;11.583333333333334;0.012957956558217581;19;1.5833333333333333;0.001771231471986576;824.5833333333334;0;4823;13;1324.6486641118593;2;0.0001864454181038501;0.16666666666666666;0.16666666666666666;95;72;162;11;249;0.3473684210526316;0.5789473684210527;10727;1778;120;28;47;1;9;11;206;112;21;23;27;9;0;2;0;0;0;1;23;0;1;0;10.552782250902844;10.804100112485937;48.18661766621278;11.187785566277903;11.31083772423184;28.2770943105796;45.16633728461603
"Hussein of Jordan";"2013-02-28T20:57:14Z";17;1;8;0.47058823529411764;0.0003569994198759427;186;10.941176470588236;0.008300236512115668;46;2.7058823529411766;0.0020527466642866706;1189.1764705882354;484.0;4593;13;1294.23004308035;3;0.0001338747824534785;0.17647058823529413;0.17647058823529413;183;136;270;17;766;0.3114754098360656;0.6120218579234973;22409;3699;260;51;97;1;22;13;541;158;32;41;68;13;0;0;0;1;0;14;37;0;4;0;11.3121291532049;10.934493106244929;40.44715567787486;12.63926236155984;12.69189634770585;31.72974086926462;63.81940479813988
"Roderigo Lopez";"2007-06-06T23:54:55Z";2;0;4;2.0;0.0013436345314074571;36;18.0;0.012092710782667115;4;2.0;0.0013436345314074571;162.0;0;221;103;83.43860018001261;0;0.0;0.0;0.0;35;23;22;0;109;0.42857142857142855;0.5142857142857142;2977;490;29;8;26;0;3;2;64;42;6;14;20;1;1;1;0;1;0;5;5;0;2;0;8.485979591836735;10.634510204081636;48.11438775510206;10.026326530612248;11.885714285714286;29.714285714285715;25.135943621178654
"Hussein of Jordan";"2016-08-30T17:09:12Z";10;11;7;0.7;0.00026211338276042835;223;22.3;0.008350183479367933;70;7.0;0.0026211338276042836;2605.1;781.9090909090909;11489;13;3510.2897458756875;9;0.00033700292069197934;0.9;0.9;218;158;332;17;767;0.3211009174311927;0.6100917431192661;26706;4413;310;63;127;3;26;16;631;171;36;49;82;12;0;1;1;2;0;14;39;1;4;0;11.30379620678687;10.907579877634262;40.4572346247638;12.645310508776198;12.656504447867746;31.641261119669366;69.4304147209695
"Roderigo Lopez";"2007-02-21T07:27:59Z";2;0;3;1.5;0.0010559662090813093;36;18.0;0.012671594508975714;2;1.0;0.0007039774727208729;138.0;0;200;76;87.68124086713189;0;0.0;0.0;0.0;29;20;20;0;110;0.4482758620689655;0.4482758620689655;2841;469;28;7;26;0;3;1;63;42;6;14;20;1;0;1;0;1;0;5;5;0;2;0;9.533307109771343;10.86987206823028;46.47373134328362;10.794853319608855;12.865554003382105;32.16388500845526;24.656407827707714
"U.S. Route 30 in Indiana";"2008-05-10T07:07:32Z";2;1;0;0.0;0.0;27;13.5;0.008530805687203791;5;2.5;0.001579778830963665;1438.5;2814.0;2833;44;1972.120812729281;0;0.0;0.0;0.0;71;32;17;2;85;0.36619718309859156;0.4788732394366197;3165;562;45;5;22;1;6;2;86;23;1;10;4;5;0;0;0;0;0;6;7;0;0;0;3.011999147912384;5.9797686832740204;57.14846148062756;7.254693499072729;6.511392912635959;16.278482281589895;26.706539182259394
"Roderigo Lopez";"2010-04-29T20:18:33Z";2;0;6;3.0;0.001989389920424403;25;12.5;0.008289124668435014;4;2.0;0.001326259946949602;181.5;0;221;142;55.86143571373726;0;0.0;0.0;0.0;39;26;26;2;74;0.41025641025641024;0.4358974358974359;3016;490;31;10;25;0;2;2;57;34;5;10;19;3;1;0;0;1;0;3;8;0;1;0;7.989112506541073;10.668571428571429;48.535905285191035;9.610816326530614;11.229722658294087;28.074306645735216;25.135943621178654
"Roderigo Lopez";"2007-04-24T04:18:30Z";2;0;3;1.5;0.0010131712259371835;36;18.0;0.0121580547112462;4;2.0;0.0013508949679162446;154.0;0;221;87;94.75230867899737;0;0.0;0.0;0.0;35;23;22;0;109;0.42857142857142855;0.5142857142857142;2961;488;29;8;26;0;3;2;64;42;6;14;20;1;1;1;0;1;0;5;5;0;2;0;8.406510538641683;10.562418032786887;48.27357377049182;9.989927400468385;11.80665105386417;29.516627634660423;25.090722034374522
"Chachani";"2008-10-23T06:01:46Z";2;0;14;7.0;0.007874015748031496;7;3.5;0.003937007874015748;0;0.0;0.0;153.5;0;277;30;174.65537495307723;1;0.0005624296962879641;0.5;0.5;13;11;35;1;60;0.23076923076923078;0.5384615384615384;1778;279;27;5;9;0;1;1;44;4;3;5;3;4;0;0;0;0;0;0;1;0;1;0;13.620446650124066;13.118494623655913;48.29669975186107;11.854551971326163;12.885690653432588;32.21422663358147;19.703293088490067
"Fair dealing in United Kingdom law";"2016-10-19T10:49:53Z";5;5;0;0.0;0.0;26;5.2;0.0016841559787537247;45;9.0;0.0029148853478429848;2659.4;1595.2;12022;13;5250.219262088013;0;0.0;0.0;0.0;77;76;62;1;284;0.35064935064935066;0.4675324675324675;15438;2579;272;114;154;20;42;23;291;110;80;103;74;9;0;1;0;0;1;2;7;1;14;0;18.053096790762552;11.640333462582394;31.259563960661296;17.219966563099565;18.887902791276193;47.21975697819048;53.78385570237849
"Chachani";"2019-07-07T02:54:28Z";12;3;5;0.4166666666666667;0.0003354579000335458;157;13.083333333333334;0.010533378061053337;42;3.5;0.0028178463602817846;1161.25;774.3333333333334;5428;15;1723.4003979975696;2;0.00013418316001341833;0.16666666666666666;0.16666666666666666;87;77;128;4;251;0.367816091954023;0.5172413793103449;14905;2314;222;36;105;5;22;5;280;38;23;45;52;4;0;0;0;2;0;2;1;0;0;0;15.701599062180229;12.777796024200516;19.814910688562378;17.103155306529974;15.496470260980141;38.74117565245035;51.104053883222775
"Chachani";"2015-07-05T20:29:13Z";5;0;5;1.0;0.0020755500207555004;10;2.0;0.004151100041511001;0;0.0;0.0;386.6;0;1668;13;717.2498170093876;1;0.00041511000415110004;0.2;0.2;20;16;34;1;68;0.35;0.4;2409;405;43;10;14;0;7;2;71;3;4;8;6;5;0;1;0;0;0;2;0;0;2;0;11.010629629629634;10.538419753086423;52.383472222222224;10.983549382716053;11.853086419753087;29.632716049382715;23.12461179749811
