"pageid","title","access","revision.revid","revision.parentid","revision.user","revision.anon","revision.timestamp","revision.comment","category","raw_category"
3848705,"Roderigo Lopez","2012-12-01T00:00:00Z",517808000,513834746,"XPTO","","2012-10-14T21:36:22Z","","",""
3848705,"Roderigo Lopez","2012-11-01T00:00:00Z",517808000,513834746,"XPTO","","2012-10-14T21:36:22Z","","",""
3848705,"Roderigo Lopez","2012-10-01T00:00:00Z",513834746,513356887,"46.117.228.53","","2012-09-21T07:34:21Z","","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2012-09-01T00:00:00Z",504422542,477506743,"Lacobrigo","","2012-07-27T12:59:36Z","","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2012-08-01T00:00:00Z",504422542,477506743,"Lacobrigo","","2012-07-27T12:59:36Z","","",""
3848705,"Roderigo Lopez","2012-07-01T00:00:00Z",477506743,476705385,"Klemen Kocjancic","","2012-02-18T09:34:59Z","clean up using [[Project:AWB|AWB]]","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2012-06-01T00:00:00Z",477506743,476705385,"Klemen Kocjancic","","2012-02-18T09:34:59Z","clean up using [[Project:AWB|AWB]]","",""
3848705,"Roderigo Lopez","2012-05-01T00:00:00Z",477506743,476705385,"Klemen Kocjancic","","2012-02-18T09:34:59Z","clean up using [[Project:AWB|AWB]]","",""
3848705,"Roderigo Lopez","2012-04-01T00:00:00Z",477506743,476705385,"Klemen Kocjancic","","2012-02-18T09:34:59Z","clean up using [[Project:AWB|AWB]]","",""
3848705,"Roderigo Lopez","2012-03-01T00:00:00Z",477506743,476705385,"Klemen Kocjancic","","2012-02-18T09:34:59Z","clean up using [[Project:AWB|AWB]]","",""
3848705,"Roderigo Lopez","2012-02-01T00:00:00Z",462390928,462100809,"RussBot","","2011-11-25T10:39:28Z","Robot: Editing intentional link to disambiguation page in hatnote per [[WP:INTDABLINK]] [[User:RussBot#About the hatnote task|(explanation)]]","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2012-01-01T00:00:00Z",462390928,462100809,"RussBot","","2011-11-25T10:39:28Z","Robot: Editing intentional link to disambiguation page in hatnote per [[WP:INTDABLINK]] [[User:RussBot#About the hatnote task|(explanation)]]","",""
3848705,"Roderigo Lopez","2011-12-01T00:00:00Z",462390928,462100809,"RussBot","","2011-11-25T10:39:28Z","Robot: Editing intentional link to disambiguation page in hatnote per [[WP:INTDABLINK]] [[User:RussBot#About the hatnote task|(explanation)]]","",""
3848705,"Roderigo Lopez","2011-11-01T00:00:00Z",454290761,451156445,"Finn Bjørklid","","2011-10-06T21:02:36Z","iw","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2011-10-01T00:00:00Z",451156445,451156026,"Wareh","","2011-09-18T15:26:14Z","Undo possibly correct edit -- I don't know the merits, but Oengenheiro changed inconsistently and even altered a direct quote from S. Greenblatt who seems to use what we've got in the article title; bring the evidence for a move if this is wrong","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2011-09-01T00:00:00Z",434238585,397399652,"Oengenheiro","","2011-06-14T14:06:13Z","","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2011-08-01T00:00:00Z",434238585,397399652,"Oengenheiro","","2011-06-14T14:06:13Z","","",""
3848705,"Roderigo Lopez","2011-07-01T00:00:00Z",434238585,397399652,"Oengenheiro","","2011-06-14T14:06:13Z","","",""
3848705,"Roderigo Lopez","2011-06-01T00:00:00Z",397399652,393231482,"Cydebot","","2010-11-17T23:30:45Z","Robot - Speedily moving category 16th-century English physicians to 16th-century English medical doctors per [[WP:CFDS|CFDS]].","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2011-05-01T00:00:00Z",397399652,393231482,"Cydebot","","2010-11-17T23:30:45Z","Robot - Speedily moving category 16th-century English physicians to 16th-century English medical doctors per [[WP:CFDS|CFDS]].","",""
3848705,"Roderigo Lopez","2011-04-01T00:00:00Z",397399652,393231482,"Cydebot","","2010-11-17T23:30:45Z","Robot - Speedily moving category 16th-century English physicians to 16th-century English medical doctors per [[WP:CFDS|CFDS]].","",""
3848705,"Roderigo Lopez","2011-03-01T00:00:00Z",397399652,393231482,"Cydebot","","2010-11-17T23:30:45Z","Robot - Speedily moving category 16th-century English physicians to 16th-century English medical doctors per [[WP:CFDS|CFDS]].","",""
3848705,"Roderigo Lopez","2011-02-01T00:00:00Z",397399652,393231482,"Cydebot","","2010-11-17T23:30:45Z","Robot - Speedily moving category 16th-century English physicians to 16th-century English medical doctors per [[WP:CFDS|CFDS]].","",""
3848705,"Roderigo Lopez","2011-01-01T00:00:00Z",397399652,393231482,"Cydebot","","2010-11-17T23:30:45Z","Robot - Speedily moving category 16th-century English physicians to 16th-century English medical doctors per [[WP:CFDS|CFDS]].","",""
3848705,"Roderigo Lopez","2010-12-01T00:00:00Z",397399652,393231482,"Cydebot","","2010-11-17T23:30:45Z","Robot - Speedily moving category 16th-century English physicians to 16th-century English medical doctors per [[WP:CFDS|CFDS]].","",""
3848705,"Roderigo Lopez","2010-11-01T00:00:00Z",393231482,393220328,"Davshul","","2010-10-27T16:00:47Z","remove supefluous cat","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2010-10-01T00:00:00Z",384928061,379264570,"Cydebot","","2010-09-15T05:16:57Z","Robot - Moving category Tudor people to People of the Tudor period per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2010 September 7]].","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2010-09-01T00:00:00Z",379264570,378016582,"Xqbot","","2010-08-16T19:09:40Z","robot Modifying: [[de:Roderigo Lopes]]","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2010-08-01T00:00:00Z",361207164,361207111,"71.167.240.5","","2010-05-10T03:26:49Z","","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2010-07-01T00:00:00Z",361207164,361207111,"71.167.240.5","","2010-05-10T03:26:49Z","","",""
3848705,"Roderigo Lopez","2010-06-01T00:00:00Z",361207164,361207111,"71.167.240.5","","2010-05-10T03:26:49Z","","",""
3848705,"Roderigo Lopez","2010-05-01T00:00:00Z",359125072,359124932,"80.47.91.251","","2010-04-29T20:18:33Z","","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2010-04-01T00:00:00Z",343385796,343385268,"Againme","","2010-02-11T18:17:30Z","+accent mark","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2010-03-01T00:00:00Z",343385796,343385268,"Againme","","2010-02-11T18:17:30Z","+accent mark","",""
3848705,"Roderigo Lopez","2010-02-01T00:00:00Z",334414557,332284529,"Full-date unlinking bot","","2009-12-28T01:08:13Z","Unlinking full-dates. [[User:Full-date unlinking bot|Details here]]. Codes: AModd(×1)","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2010-01-01T00:00:00Z",334414557,332284529,"Full-date unlinking bot","","2009-12-28T01:08:13Z","Unlinking full-dates. [[User:Full-date unlinking bot|Details here]]. Codes: AModd(×1)","",""
3848705,"Roderigo Lopez","2009-12-01T00:00:00Z",319901454,319837132,"Neutrality","","2009-10-14T22:24:02Z","","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2009-11-01T00:00:00Z",319901454,319837132,"Neutrality","","2009-10-14T22:24:02Z","","",""
3848705,"Roderigo Lopez","2009-10-01T00:00:00Z",307845483,307844977,"Cydebot","","2009-08-14T00:24:42Z","Robot - Moving category Medieval physicians of Portugal to Medieval Portuguese physicians per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2009 August 5]].","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2009-09-01T00:00:00Z",307845483,307844977,"Cydebot","","2009-08-14T00:24:42Z","Robot - Moving category Medieval physicians of Portugal to Medieval Portuguese physicians per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2009 August 5]].","",""
3848705,"Roderigo Lopez","2009-08-01T00:00:00Z",304310248,303719184,"Davshul","","2009-07-26T15:54:37Z","/* External links */","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2009-07-01T00:00:00Z",296827802,265964283,"Robertgreer","","2009-06-16T20:50:18Z","","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2009-06-01T00:00:00Z",265964283,264299578,"Phreed100","","2009-01-23T19:13:41Z","removing point of view","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2009-05-01T00:00:00Z",265964283,264299578,"Phreed100","","2009-01-23T19:13:41Z","removing point of view","",""
3848705,"Roderigo Lopez","2009-04-01T00:00:00Z",265964283,264299578,"Phreed100","","2009-01-23T19:13:41Z","removing point of view","",""
3848705,"Roderigo Lopez","2009-03-01T00:00:00Z",265964283,264299578,"Phreed100","","2009-01-23T19:13:41Z","removing point of view","",""
3848705,"Roderigo Lopez","2009-02-01T00:00:00Z",265964283,264299578,"Phreed100","","2009-01-23T19:13:41Z","removing point of view","",""
3848705,"Roderigo Lopez","2009-01-01T00:00:00Z",257159380,257159001,"Parkwells","","2008-12-10T23:34:09Z","c/e","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2008-12-01T00:00:00Z",239556718,227796978,"Lightbot","","2008-09-19T13:22:36Z","Units/dates/other","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2008-11-01T00:00:00Z",239556718,227796978,"Lightbot","","2008-09-19T13:22:36Z","Units/dates/other","",""
3848705,"Roderigo Lopez","2008-10-01T00:00:00Z",239556718,227796978,"Lightbot","","2008-09-19T13:22:36Z","Units/dates/other","",""
3848705,"Roderigo Lopez","2008-09-01T00:00:00Z",227796978,220678416,"Good Olfactory","","2008-07-25T08:57:03Z","Removed category ""English executions""; Quick-adding category ""Portuguese people executed abroad"" (using [[WP:HOTCAT|HotCat]])","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2008-08-01T00:00:00Z",227796978,220678416,"Good Olfactory","","2008-07-25T08:57:03Z","Removed category ""English executions""; Quick-adding category ""Portuguese people executed abroad"" (using [[WP:HOTCAT|HotCat]])","",""
3848705,"Roderigo Lopez","2008-07-01T00:00:00Z",220678416,220342534,"Eubot","","2008-06-21T01:09:09Z","Hatnote formatting, see [[User:Eubot/Hatnote formatting]]","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2008-06-01T00:00:00Z",212837256,210256959,"Kbdankbot","","2008-05-16T14:22:25Z","Robot - move category per [[WP:CFD|CFD]] [[Wikipedia:Categories for discussion/Log/2008 May 9|2008 May 9]]","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2008-05-01T00:00:00Z",207949434,206799648,"Thehelpfulone","","2008-04-24T20:34:18Z","Typo Fixing and other General Fixing of the Article  using [[Project:AutoWikiBrowser|AWB]]","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2008-04-01T00:00:00Z",195052866,169066867,"QuizzicalBee","","2008-03-01T04:13:26Z","/* External links */","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2008-03-01T00:00:00Z",169066867,168669897,"FeanorStar7","","2007-11-04T01:35:52Z","","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2008-02-01T00:00:00Z",169066867,168669897,"FeanorStar7","","2007-11-04T01:35:52Z","","",""
3848705,"Roderigo Lopez","2008-01-01T00:00:00Z",169066867,168669897,"FeanorStar7","","2007-11-04T01:35:52Z","","",""
3848705,"Roderigo Lopez","2007-12-01T00:00:00Z",169066867,168669897,"FeanorStar7","","2007-11-04T01:35:52Z","","",""
3848705,"Roderigo Lopez","2007-11-01T00:00:00Z",152905012,136481082,"The Ogre","","2007-08-22T12:07:29Z","link & small info","",""
3848705,"Roderigo Lopez","2007-10-01T00:00:00Z",152905012,136481082,"The Ogre","","2007-08-22T12:07:29Z","link & small info","",""
3848705,"Roderigo Lopez","2007-09-01T00:00:00Z",152905012,136481082,"The Ogre","","2007-08-22T12:07:29Z","link & small info","",""
3848705,"Roderigo Lopez","2007-08-01T00:00:00Z",136481082,135333755,"Gamsbart","","2007-06-06T23:54:55Z","/* External links */","",""
3848705,"Roderigo Lopez","2007-07-01T00:00:00Z",136481082,135333755,"Gamsbart","","2007-06-06T23:54:55Z","/* External links */","",""
3848705,"Roderigo Lopez","2007-06-01T00:00:00Z",129901196,129868364,"Neutrality","","2007-05-10T19:23:31Z","Reverted edits by [[Special:Contributions/70.81.251.143|70.81.251.143]] ([[User talk:70.81.251.143|talk]]) to last version by Cydebot","",""
3848705,"Roderigo Lopez","2007-05-01T00:00:00Z",125403440,121852667,"70.49.161.18","","2007-04-24T04:18:30Z","","",""
3848705,"Roderigo Lopez","2007-04-01T00:00:00Z",117798910,109764239,"Aatomic1","","2007-03-25T18:18:59Z","","",""
3848705,"Roderigo Lopez","2007-03-01T00:00:00Z",109764239,102704944,"Jaraalbe","","2007-02-21T07:27:59Z","categories","",""
3848705,"Roderigo Lopez","2007-02-01T00:00:00Z",102704944,97683348,"20.138.246.89","","2007-01-23T17:47:14Z","/* External links */ cats","",""
3848705,"Roderigo Lopez","2007-01-01T00:00:00Z",94913317,88440477,"Gveret Tered","","2006-12-17T17:12:12Z","interwiki","",""
3848705,"Roderigo Lopez","2006-12-01T00:00:00Z",88440477,87796063,"66.147.188.166","","2006-11-17T16:03:49Z","add link to disambiguation","",""
3848705,"Roderigo Lopez","2006-11-01T00:00:00Z",79156185,79156123,"Blameless","","2006-10-03T00:59:46Z","and let's spell the dude's name right. . .","",""
3848705,"Roderigo Lopez","2006-10-01T00:00:00Z",66214100,57747536,"LisRiba","","2006-07-27T19:27:50Z","fixed link to Don Antonio","",""
3848705,"Roderigo Lopez","2006-09-01T00:00:00Z",66214100,57747536,"LisRiba","","2006-07-27T19:27:50Z","fixed link to Don Antonio","",""
3848705,"Roderigo Lopez","2006-08-01T00:00:00Z",66214100,57747536,"LisRiba","","2006-07-27T19:27:50Z","fixed link to Don Antonio","",""
3848705,"Roderigo Lopez","2006-07-01T00:00:00Z",57747536,53473981,"Saga City","","2006-06-09T18:55:17Z","","",""
3848705,"Roderigo Lopez","2006-06-01T00:00:00Z",53473981,51592008,"Bluebot","","2006-05-16T08:45:39Z","fixing [[Wikipedia:Bad links|bad links]]  using [[Wikipedia:AutoWikiBrowser|AWB]]","",""
3848705,"Roderigo Lopez","2006-05-01T00:00:00Z",45962364,43463671,"Bearcat","","2006-03-29T04:28:11Z","","",""
3848705,"Roderigo Lopez","2006-04-01T00:00:00Z",45962364,43463671,"Bearcat","","2006-03-29T04:28:11Z","","",""
3848705,"Roderigo Lopez","2006-03-01T00:00:00Z",41656951,41646493,"Tripp","","2006-02-28T21:13:40Z","","",""
3848705,"Roderigo Lopez","2006-02-01T00:00:00Z",37033800,37032143,"WilliamKF","","2006-01-28T02:58:00Z","","",""
